flight_number,departure/arrival_airport,departure/arrival_airport,flight_status,city_name,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,actual_datetime_flight
SV 1926,,RUH,Unknown,Vadi-ed-Davasir,WAE,2024-08-23 19:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
LH 636,Frankfurt-am-Main ,RUH,Expected,Frankfurt-am-Main,FRA,2024-08-23 19:55+03:00,2,Airbus A330-300,Lufthansa,Arrival,2024-08-23 13:10+02:00,2024-08-23 13:35+02:00
SV 1023,,RUH,Unknown,Jeddah,JED,2024-08-24 08:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1295,,RUH,Unknown,Gerayat,URY,2024-08-24 08:05+03:00,5,Airbus A321,Saudi Arabian,Departure,,
F3 205,Riyadh King Khaled,RUH,Unknown,Tabuk,TUU,2024-08-24 08:05+03:00,5,Airbus A320,flyadeal,Departure,2024-08-24 08:05+03:00,
F3 173,,RUH,Unknown,Ad Dammam,DMM,2024-08-24 08:10+03:00,5,Airbus A320,flyadeal,Departure,,
J9 230,Riyadh King Khaled,RUH,Unknown,Kuwait City,KWI,2024-08-24 08:10+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-24 08:10+03:00,
XY 93,,RUH,Departed,Medina,MED,2024-08-24 08:10+03:00,5,Airbus A320 NEO,flynas,Departure,,
F3 585,Riyadh King Khaled,RUH,Unknown,Baku,GYD,2024-08-24 08:25+03:00,3,Airbus A320,flyadeal,Departure,2024-08-24 08:25+03:00,
XY 257,,RUH,Unknown,Istanbul,SAW,2024-08-24 08:35+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 512,,RUH,Unknown,Kuwait City,KWI,2024-08-24 08:35+03:00,4,Airbus A320,Saudi Arabian,Departure,,
F3 111,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-24 08:35+03:00,5,Airbus A320,flyadeal,Departure,2024-08-24 08:35+03:00,
XY 13,,RUH,Unknown,Jeddah,JED,2024-08-24 08:40+03:00,5,Airbus A320 NEO,flynas,Departure,,
F3 33,Riyadh King Khaled,RUH,Unknown,Jazan,GIZ,2024-08-24 08:40+03:00,5,Airbus A320,flyadeal,Departure,2024-08-24 08:40+03:00,
F3 505,,RUH,Unknown,Dubai,DXB,2024-08-24 08:50+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1737,Riyadh King Khaled,RUH,Unknown,Bisha,BHH,2024-08-24 08:55+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-24 08:55+03:00,
SV 1025,,RUH,Unknown,Jeddah,JED,2024-08-24 09:00+03:00,5,Boeing 777-300,Saudi Arabian,Departure,,
SV 596,,RUH,Departed,Dubai,DXB,2024-08-24 09:00+03:00,4,Airbus A320,Saudi Arabian,Departure,,
SV 1533,Riyadh King Khaled,RUH,Unknown,Tabuk,TUU,2024-08-24 09:00+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-24 09:00+03:00,
SV 1138,,RUH,Unknown,Ad Dammam,DMM,2024-08-24 09:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1805,Riyadh King Khaled,RUH,Unknown,Jazan,GIZ,2024-08-24 09:05+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-24 09:05+03:00,
XY 273,,RUH,Unknown,Cairo,CAI,2024-08-24 09:10+03:00,3,Airbus A320 NEO,flynas,Departure,,
G9 152,Riyadh King Khaled,RUH,Unknown,Sharjah,SHJ,2024-08-24 09:10+03:00,1,Airbus A320,Air Arabia,Departure,2024-08-24 09:10+03:00,
SV 121,,RUH,Departed,London,LHR,2024-08-24 09:15+03:00,4,Boeing 777,Saudi Arabian,Departure,,
SV 1273,,RUH,Unknown,Burayda,ELQ,2024-08-24 09:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 359,Riyadh King Khaled,RUH,Unknown,Trabzon,TZX,2024-08-24 09:30+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-24 09:30+03:00,
F3 605,Riyadh King Khaled,RUH,Unknown,Cairo,CAI,2024-08-24 09:30+03:00,3,Airbus A320,flyadeal,Departure,2024-08-24 09:30+03:00,
6E 74,Riyadh King Khaled,RUH,Unknown,Mumbai,BOM,2024-08-24 09:40+03:00,2,Airbus A320 NEO,IndiGo,Departure,2024-08-24 09:40+03:00,
EK 820,,RUH,Departed,Dubai,DXB,2024-08-24 09:40+03:00,2,Boeing 777-300,Emirates,Departure,,
F3 15,Riyadh King Khaled,RUH,Unknown,Abha,AHB,2024-08-24 09:45+03:00,5,Airbus A320,flyadeal,Departure,2024-08-24 09:45+03:00,
