flight_number,airport_code,departure_arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status,GateNumber
SV 633,AMM,2024-08-26T12:05:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-26T09:05:00.0000000+00:00,Unknown,Closed,103A
TK 143,IST,2024-08-26T12:15:00.0000000+03:00,3,Boeing 737-900,Turkish,Departure,2024-08-26T09:15:00.0000000+00:00,Departed,Closed,102A
SV 540,DOH,2024-08-26T12:30:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-26T09:30:00.0000000+00:00,Departed,Closed,106A
XY 89,AHB,2024-08-26T12:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-26T09:55:00.0000000+00:00,Unknown,Closed,108A
SV 1033,JED,2024-08-26T13:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T10:00:00.0000000+00:00,Unknown,Closed,105A
SV 1461,MED,2024-08-26T13:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T10:00:00.0000000+00:00,Departed,Closed,102A
XY 19,JED,2024-08-26T13:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-26T10:10:00.0000000+00:00,Unknown,Closed,104A
SV 1807,GIZ,2024-08-26T13:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T10:15:00.0000000+00:00,Unknown,Closed,106A
F3 121,JED,2024-08-26T13:30:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-26T10:30:00.0000000+00:00,Unknown,Closed,104A
XY 203,DXB,2024-08-26T13:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-26T10:40:00.0000000+00:00,Unknown,Closed,106A
SV 1671,AHB,2024-08-26T13:40:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T10:40:00.0000000+00:00,Unknown,Closed,104A
SV 1035,JED,2024-08-26T14:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-26T11:00:00.0000000+00:00,Unknown,Closed,109A
SM 464,HMB,2024-08-26T14:00:00.0000000+03:00,2,Airbus A320,Air Cairo,Departure,2024-08-26T11:00:00.0000000+00:00,Unknown,Closed,104A
SV 1389,AJF,2024-08-26T14:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T11:30:00.0000000+00:00,Unknown,Closed,105A
SV 1239,RAE,2024-08-26T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T11:35:00.0000000+00:00,Unknown,Closed,104A
SM 462,CAI,2024-08-26T14:40:00.0000000+03:00,2,Airbus A320,Air Cairo,Departure,2024-08-26T11:40:00.0000000+00:00,Unknown,Closed,102A
XY 305,TZX,2024-08-26T14:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-26T11:55:00.0000000+00:00,Unknown,Closed,106A
IX 996,HYD,2024-08-26T14:55:00.0000000+03:00,2,Boeing 737,Air India Express,Departure,2024-08-26T11:55:00.0000000+00:00,Unknown,Closed,102A
SV 1150,DMM,2024-08-26T15:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T12:00:00.0000000+00:00,Unknown,Closed,106A
E5 338,HBE,2024-08-26T15:10:00.0000000+03:00,2,Airbus A320,Air Arabia Egypt,Departure,2024-08-26T12:10:00.0000000+00:00,Unknown,Closed,103A
F3 19,AHB,2024-08-26T15:20:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-26T12:20:00.0000000+00:00,Unknown,Closed,103A
SV 1463,MED,2024-08-26T15:30:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-26T12:30:00.0000000+00:00,Departed,Closed,107A
XY 207,DXB,2024-08-26T15:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-26T12:50:00.0000000+00:00,Unknown,Closed,109A
SV 1507,RAH,2024-08-26T15:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T12:55:00.0000000+00:00,Unknown,Closed,105A
GF 190,BAH,2024-08-26T16:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Departure,2024-08-26T13:00:00.0000000+00:00,Unknown,Closed,109A
MS 690,CAI,2024-08-26T16:00:00.0000000+03:00,2,Airbus A321 NEO,EgyptAir,Departure,2024-08-26T13:00:00.0000000+00:00,Departed,Closed,102A
SV 560,DXB,2024-08-26T16:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-26T13:00:00.0000000+00:00,Unknown,Closed,108A
SV 1039,JED,2024-08-26T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T13:00:00.0000000+00:00,Unknown,Closed,109A
SV 510,KWI,2024-08-26T16:05:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-26T13:05:00.0000000+00:00,Unknown,Closed,102A
SV 1853,EAM,2024-08-26T16:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T13:15:00.0000000+00:00,Unknown,Closed,107A
WY 684,MCT,2024-08-26T16:25:00.0000000+03:00,2,Boeing 737,Oman Air,Departure,2024-08-26T13:25:00.0000000+00:00,Unknown,Closed,101A
EY 318,AUH,2024-08-26T16:30:00.0000000+03:00,3,Airbus A320,Etihad Airways,Departure,2024-08-26T13:30:00.0000000+00:00,Unknown,Closed,104A
SV 1927,WAE,2024-08-26T16:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T13:35:00.0000000+00:00,Unknown,Closed,105A
F3 21,AHB,2024-08-26T16:40:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-26T13:40:00.0000000+00:00,Unknown,Closed,106A
F3 509,DXB,2024-08-26T16:55:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-26T13:55:00.0000000+00:00,Unknown,Closed,101A
SV 1041,JED,2024-08-26T17:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-26T14:00:00.0000000+00:00,Unknown,Closed,102A
G9 155,SHJ,2024-08-26T17:00:00.0000000+03:00,1,Airbus A320,Air Arabia,Departure,2024-08-26T14:00:00.0000000+00:00,Unknown,Closed,102A
F3 511,DXB,2024-08-26T17:30:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-26T14:30:00.0000000+00:00,Unknown,Closed,101A
SV 1079,JED,2024-08-26T17:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T14:30:00.0000000+00:00,Unknown,Closed,106A
XY 74,DMM,2024-08-26T17:45:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-26T14:45:00.0000000+00:00,Unknown,Closed,102A
SV 1393,AJF,2024-08-26T17:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T14:55:00.0000000+00:00,Unknown,Closed,101A
XY 233,BAH,2024-08-26T18:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-26T15:00:00.0000000+00:00,Unknown,Closed,101A
SV 1043,JED,2024-08-26T18:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T15:00:00.0000000+00:00,Unknown,Closed,104A
SV 1583,YNB,2024-08-26T18:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T15:15:00.0000000+00:00,Unknown,Closed,108A
XY 269,CAI,2024-08-26T18:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-26T15:15:00.0000000+00:00,Unknown,Closed,105A
SV 333,HBE,2024-08-26T18:35:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-26T15:35:00.0000000+00:00,Unknown,Closed,105A
KU 776,KWI,2024-08-26T18:40:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-26T15:40:00.0000000+00:00,Unknown,Closed,103A
SV 1529,TUU,2024-08-26T18:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T15:50:00.0000000+00:00,Unknown,Closed,108A
PR 655,MNL,2024-08-26T18:50:00.0000000+03:00,2,Airbus A330-300,Philippine,Departure,2024-08-25T15:50:00.0000000+00:00,Departed,Closed,107A
SV 1045,JED,2024-08-26T19:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T16:00:00.0000000+00:00,Unknown,Closed,109A
SV 1160,DMM,2024-08-26T19:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T16:00:00.0000000+00:00,Unknown,Closed,109A
SV 1905,TIF,2024-08-26T19:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T16:15:00.0000000+00:00,Unknown,Closed,109A
SV 1785,GIZ,2024-08-26T19:20:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T16:20:00.0000000+00:00,Unknown,Closed,109A
SV 1673,AHB,2024-08-26T19:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-26T16:30:00.0000000+00:00,Unknown,Closed,104A
AI 922,BOM,2024-08-26T19:40:00.0000000+03:00,2,Airbus A320,Air India,Departure,2024-08-26T16:40:00.0000000+00:00,Unknown,Closed,109A
F3 143,JED,2024-08-26T19:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-26T16:45:00.0000000+00:00,Unknown,Closed,107A
SV 1297,URY,2024-08-26T19:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-26T16:55:00.0000000+00:00,Unknown,Closed,105A
EK 819,DXB,2024-08-26T08:05:00.0000000+03:00,2,Boeing 777,Emirates,Arrival,2024-08-26T03:10:00.0000000+00:00,Unknown,Closed,108A
SV 1586,YNB,2024-08-26T08:20:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-26T03:35:00.0000000+00:00,Unknown,Closed,105A
SV 3434,HBE,2024-08-26T08:25:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-26T02:20:00.0000000+00:00,Unknown,Closed,107A
SV 1020,JED,2024-08-26T08:45:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-26T04:00:00.0000000+00:00,Unknown,Closed,108A
FZ 847,DXB,2024-08-26T08:50:00.0000000+03:00,2,Boeing 737-900,flydubai,Arrival,2024-08-26T03:50:00.0000000+00:00,Expected,Closed,106A
SV 1394,AJF,2024-08-26T09:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-26T04:20:00.0000000+00:00,Unknown,Closed,104A
SV 1902,TIF,2024-08-26T09:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-26T04:35:00.0000000+00:00,Unknown,Closed,107A
F3 102,JED,2024-08-26T09:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-26T04:30:00.0000000+00:00,Unknown,Closed,106A
SV 1230,RAE,2024-08-26T09:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-26T04:30:00.0000000+00:00,Unknown,Closed,107A
F3 32,GIZ,2024-08-26T09:30:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-26T04:40:00.0000000+00:00,Unknown,Closed,107A
SV 1022,JED,2024-08-26T09:50:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-26T05:00:00.0000000+00:00,Unknown,Closed,107A
XY 122,TUU,2024-08-26T10:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-26T05:15:00.0000000+00:00,Unknown,Closed,106A
QR 1170,DOH,2024-08-26T10:15:00.0000000+03:00,3,Airbus A350-900,Qatar Airways,Arrival,2024-08-26T05:45:00.0000000+00:00,Expected,Closed,103A
XY 82,AHB,2024-08-26T10:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-26T05:55:00.0000000+00:00,Unknown,Closed,102A
SV 1885,SHW,2024-08-26T10:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-26T05:50:00.0000000+00:00,Unknown,Closed,103A
