flight_number,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status
SV 1273,ELQ,2024-08-15 09:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 06:15:00+00:00,Unknown,Closed
3T 217,PZU,2024-08-15 09:20+03:00,2.0,Boeing 737,Tarco Aviation,Departure,2024-08-15 06:20:00+00:00,Unknown,Closed
EK 820,DXB,2024-08-15 09:40+03:00,2.0,Boeing 777-300ER,Emirates,Departure,2024-08-15 06:40:00+00:00,Unknown,Closed
XY 17,JED,2024-08-15 09:50+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 06:50:00+00:00,Unknown,Closed
SV 1511,TUI,2024-08-15 10:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 07:00:00+00:00,Unknown,Closed
F3 115,JED,2024-08-15 10:00+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 07:00:00+00:00,Unknown,Closed
SV 1901,TIF,2024-08-15 10:05+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 07:05:00+00:00,Unknown,Closed
SV 760,DEL,2024-08-15 10:10+03:00,4.0,Boeing 777,Saudi Arabian,Departure,2024-08-15 07:10:00+00:00,Departed,Closed
SV 1572,ULH,2024-08-15 10:15+03:00,5.0,Boeing 777,Saudi Arabian,Departure,2024-08-15 07:15:00+00:00,Unknown,Closed
SV 572,AUH,2024-08-15 10:45+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 07:45:00+00:00,Unknown,Closed
SV 1029,JED,2024-08-15 11:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 08:00:00+00:00,Unknown,Closed
SV 1865,EAM,2024-08-15 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 08:05:00+00:00,Unknown,Closed
SV 774,COK,2024-08-15 11:10+03:00,4.0,Airbus A330-300,Saudi Arabian,Departure,2024-08-15 08:10:00+00:00,Unknown,Closed
F3 119,JED,2024-08-15 11:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 08:25:00+00:00,Unknown,Closed
AI 1922,BOM,2024-08-15 11:25+03:00,2.0,Airbus A320 NEO,Air India,Departure,2024-08-15 08:25:00+00:00,Unknown,Closed
XY 35,JED,2024-08-15 11:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 08:30:00+00:00,Unknown,Closed
SV 1333,HAS,2024-08-15 11:30+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 08:30:00+00:00,Unknown,Closed
F3 17,AHB,2024-08-15 11:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 08:45:00+00:00,Unknown,Closed
SV 417,CAI,2024-08-15 11:50+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 08:50:00+00:00,Unknown,Closed
XY 267,CAI,2024-08-15 12:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-15 09:00:00+00:00,Unknown,Closed
SV 1031,JED,2024-08-15 12:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-15 09:00:00+00:00,Unknown,Closed
F3 75,EAM,2024-08-15 12:05+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 09:05:00+00:00,Unknown,Closed
F3 53,TIF,2024-08-15 12:10+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 09:10:00+00:00,Unknown,Closed
XY 205,DXB,2024-08-15 12:20+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-15 09:20:00+00:00,Unknown,Closed
SV 540,DOH,2024-08-15 12:30+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 09:30:00+00:00,Unknown,Closed
XY 89,AHB,2024-08-15 12:55+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 09:55:00+00:00,Unknown,Closed
SV 1172,DMM,2024-08-15 13:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 10:00:00+00:00,Unknown,Closed
SV 1461,MED,2024-08-15 13:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 10:00:00+00:00,Departed,Closed
FZ 842,DXB,2024-08-15 13:15+03:00,2.0,Boeing 737,flydubai,Departure,2024-08-15 10:15:00+00:00,Unknown,Closed
XY 149,AJF,2024-08-15 13:20+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 10:20:00+00:00,Unknown,Closed
SV 375,CMN,2024-08-15 13:20+03:00,4.0,Boeing 787-9,Saudi Arabian,Departure,2024-08-15 10:20:00+00:00,Unknown,Closed
F3 121,JED,2024-08-15 13:30+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 10:30:00+00:00,Unknown,Closed
SV 554,DXB,2024-08-15 13:45+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 10:45:00+00:00,Unknown,Closed
SM 464,HMB,2024-08-15 14:00+03:00,2.0,Airbus A320,Air Cairo,Departure,2024-08-15 11:00:00+00:00,Unknown,Closed
SV 1035,JED,2024-08-15 14:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 11:00:00+00:00,Unknown,Closed
SV 1527,TUU,2024-08-15 14:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 11:15:00+00:00,Unknown,Closed
SV 1389,AJF,2024-08-15 14:30+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 11:30:00+00:00,Unknown,Closed
XY 85,AHB,2024-08-15 14:35+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 11:35:00+00:00,Unknown,Closed
SV 1915,TIF,2024-08-15 14:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 11:35:00+00:00,Unknown,Closed
QR 1165,DOH,2024-08-15 14:40+03:00,3.0,Boeing 777-300ER,Qatar Airways,Departure,2024-08-15 11:40:00+00:00,Unknown,Closed
XY 141,ABT,2024-08-15 14:50+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 11:50:00+00:00,Unknown,Closed
SV 1150,DMM,2024-08-15 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 12:00:00+00:00,Unknown,Closed
SM 462,CAI,2024-08-15 15:00+03:00,2.0,Airbus A320,Air Cairo,Departure,2024-08-15 12:00:00+00:00,Unknown,Closed
XY 211,DXB,2024-08-15 15:10+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-15 12:10:00+00:00,Unknown,Closed
XY 353,SLL,2024-08-15 15:15+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-15 12:15:00+00:00,Unknown,Closed
SV 520,BAH,2024-08-15 15:25+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 12:25:00+00:00,Unknown,Closed
SV 1463,MED,2024-08-15 15:30+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 12:30:00+00:00,Departed,Closed
XY 207,DXB,2024-08-15 15:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-15 12:50:00+00:00,Unknown,Closed
MS 690,CAI,2024-08-15 16:00+03:00,2.0,Airbus A320 NEO,EgyptAir,Departure,2024-08-15 13:00:00+00:00,Unknown,Closed
SV 1787,GIZ,2024-08-15 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 13:00:00+00:00,Unknown,Closed
GF 190,BAH,2024-08-15 16:00+03:00,2.0,Airbus A320 NEO,Gulf Air,Departure,2024-08-15 13:00:00+00:00,Unknown,Closed
SV 1039,JED,2024-08-15 16:00+03:00,5.0,Boeing 777,Saudi Arabian,Departure,2024-08-15 13:00:00+00:00,Unknown,Closed
SV 560,DXB,2024-08-15 16:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 13:00:00+00:00,Unknown,Closed
SV 510,KWI,2024-08-15 16:05+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 13:05:00+00:00,Unknown,Closed
SV 1853,EAM,2024-08-15 16:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 13:15:00+00:00,Unknown,Closed
WY 684,MCT,2024-08-15 16:25+03:00,2.0,Boeing 737,Oman Air,Departure,2024-08-15 13:25:00+00:00,Unknown,Closed
EY 318,AUH,2024-08-15 16:30+03:00,3.0,Airbus A320,Etihad Airways,Departure,2024-08-15 13:30:00+00:00,Unknown,Closed
SV 1927,WAE,2024-08-15 16:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 13:35:00+00:00,Unknown,Closed
XY 277,SSH,2024-08-15 16:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-15 13:35:00+00:00,Unknown,Closed
F3 21,AHB,2024-08-15 16:40+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 13:40:00+00:00,Unknown,Closed
F3 509,DXB,2024-08-15 16:55+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-15 13:55:00+00:00,Unknown,Closed
G9 155,SHJ,2024-08-15 17:00+03:00,1.0,Airbus A321,Air Arabia,Departure,2024-08-15 14:00:00+00:00,Unknown,Closed
XY 133,HAS,2024-08-15 17:00+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 14:00:00+00:00,Unknown,Closed
SV 1154,DMM,2024-08-15 17:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 14:00:00+00:00,Unknown,Closed
SV 1079,JED,2024-08-15 17:30+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 14:30:00+00:00,Unknown,Closed
F3 511,DXB,2024-08-15 17:30+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-15 14:30:00+00:00,Unknown,Closed
XY 74,DMM,2024-08-15 17:45+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 14:45:00+00:00,Unknown,Closed
F3 23,AHB,2024-08-15 17:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 14:50:00+00:00,Unknown,Closed
F3 137,JED,2024-08-15 17:55+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 14:55:00+00:00,Unknown,Closed
SV 1043,JED,2024-08-15 18:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-15 15:00:00+00:00,Unknown,Closed
F3 581,AYT,2024-08-15 18:10+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-15 15:10:00+00:00,Departed,Closed
SV 1583,YNB,2024-08-15 18:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 15:15:00+00:00,Unknown,Closed
XY 91,AHB,2024-08-15 18:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 15:30:00+00:00,Unknown,Closed
KU 776,KWI,2024-08-15 18:40+03:00,2.0,Airbus A320,Kuwait Airways,Departure,2024-08-15 15:40:00+00:00,Unknown,Closed
F3 139,JED,2024-08-15 18:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 15:45:00+00:00,Unknown,Closed
SV 637,AMM,2024-08-15 18:50+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-15 15:50:00+00:00,Unknown,Closed
F3 513,DXB,2024-08-15 18:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-15 15:50:00+00:00,Unknown,Closed
SV 1045,JED,2024-08-15 19:00+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 16:00:00+00:00,Unknown,Closed
SV 1229,RAE,2024-08-15 19:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 16:10:00+00:00,Unknown,Closed
XY 97,MED,2024-08-15 19:20+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-15 16:20:00+00:00,Departed,Closed
SV 1673,AHB,2024-08-15 19:25+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-15 16:25:00+00:00,Unknown,Closed
SV 1465,MED,2024-08-15 19:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-15 16:35:00+00:00,Departed,Closed
F3 143,JED,2024-08-15 19:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-15 16:45:00+00:00,Unknown,Closed
EK 819,DXB,2024-08-15 08:05+03:00,2.0,Boeing 777-300ER,Emirates,Arrival,2024-08-15 03:10:00+00:00,Unknown,Closed
G9 151,SHJ,2024-08-15 08:20+03:00,1.0,Airbus A320,Air Arabia,Arrival,2024-08-15 03:35:00+00:00,Unknown,Closed
SV 1662,AHB,2024-08-15 08:40+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-15 03:50:00+00:00,Unknown,Closed
FZ 847,DXB,2024-08-15 08:50+03:00,2.0,Boeing 737,flydubai,Arrival,2024-08-15 03:50:00+00:00,Unknown,Closed
SV 3434,HBE,2024-08-15 09:00+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-15 02:55:00+00:00,Unknown,Closed
EY 357,AUH,2024-08-15 09:00+03:00,3.0,Airbus A320,Etihad Airways,Arrival,2024-08-15 04:00:00+00:00,Unknown,Closed
SV 1764,GIZ,2024-08-15 09:10+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-15 04:15:00+00:00,Unknown,Closed
SV 1902,TIF,2024-08-15 09:10+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-15 04:35:00+00:00,Unknown,Closed
F3 102,JED,2024-08-15 09:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-15 04:30:00+00:00,Unknown,Closed
SV 1230,RAE,2024-08-15 09:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-15 04:30:00+00:00,Unknown,Closed
XY 84,AHB,2024-08-15 09:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-15 04:45:00+00:00,Unknown,Closed
F3 32,GIZ,2024-08-15 09:30+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-15 04:40:00+00:00,Unknown,Closed
SV 1022,JED,2024-08-15 09:50+03:00,5.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-15 05:00:00+00:00,Unknown,Closed
PK 725,LHE,2024-08-15 10:00+03:00,2.0,Boeing 777-200,Pakistan International,Arrival,2024-08-15 03:00:00+00:00,Unknown,Closed
F3 104,JED,2024-08-15 10:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-15 05:30:00+00:00,Unknown,Closed
QR 1170,DOH,2024-08-15 10:15+03:00,3.0,Boeing 787-9,Qatar Airways,Arrival,2024-08-15 05:45:00+00:00,Unknown,Closed
XY 82,AHB,2024-08-15 10:30+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-15 05:55:00+00:00,Unknown,Closed
SV 1885,SHW,2024-08-15 10:35+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-15 05:50:00+00:00,Unknown,Closed
F3 224,MED,2024-08-15 10:40+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-15 06:10:00+00:00,Expected,Closed
SV 1024,JED,2024-08-15 10:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-15 06:00:00+00:00,Unknown,Closed
GF 163,BAH,2024-08-15 10:55+03:00,2.0,Boeing 787-9,Gulf Air,Arrival,2024-08-15 06:40:00+00:00,Unknown,Closed
SV 1708,ABT,2024-08-15 11:05+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-15 06:25:00+00:00,Unknown,Closed
